Disaster Group,Disaster Type,Country,Country Code,Total Deaths,Total Damage,Year,NY.GDP.PCAP,CO2 emissions (kt)
Natural,Storm,Philippines,PHL,16,5840,2009,1893.281641,76321.9
Natural,Flood,Philippines,PHL,22,31320,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,26,34103,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,15,8598,2009,1893.281641,76321.9
Natural,Earthquake,Philippines,PHL,13,123,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,501,323964,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,512,798529,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,39,20726,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,4,16,2009,1893.281641,76321.9
Natural,Storm,Philippines,PHL,14,3940,2009,1893.281641,76321.9
Natural,Flood,Afghanistan,AFG,39,27282,2009,453.3873821,6558.97
Natural,Mass movement (wet),Argentina,ARG,4,20462,2009,8184.389889,156567.5
Natural,Storm,Madagascar,MDG,15,6821,2009,455.4073738,1686.22
Natural,Wildfire,Australia,AUS,180,1773360,2009,42816.5674,393859.7
Natural,Storm,Australia,AUS,1,81847,2009,42816.5674,393859.7
Natural,Flood,Australia,AUS,7,204618,2009,42816.5674,393859.7
Natural,Flood,Turkey,TUR,40,750268,2009,9012.999458,288307.2
Natural,Earthquake,China,CHN,13,4229,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,52,852577,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,15,90032,2009,3832.227457,7719071.4
Natural,Flood,China,CHN,11,80483,2009,3832.227457,7719071.4
Natural,Earthquake,China,CHN,1,429699,2009,3832.227457,7719071.4
Natural,Mass movement (wet),China,CHN,54,189613,2009,3832.227457,7719071.4
Natural,Flood,China,CHN,90,1364123,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,8,1931044,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,13,402418,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,3,47744,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,41,1405047,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,13,27087,2009,3832.227457,7719071.4
Natural,Flood,China,CHN,20,45016,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,9,9549,2009,3832.227457,7719071.4
Natural,Flood,China,CHN,16,383319,2009,3832.227457,7719071.4
Natural,Storm,China,CHN,11,147325,2009,3832.227457,7719071.4
Natural,Drought,China,CHN,13,4910843,2009,3832.227457,7719071.4
Natural,Flood,Burkina Faso,BFA,9,204618,2009,603.8775456,1930.1
Natural,Drought,Ecuador,ECU,13,2319,2009,4240.702593,34498.5
Natural,Storm,Mozambique,MOZ,13,4092,2009,546.6007325,2494.3
Natural,Flood,India,IND,992,300107,2009,1096.636136,1564881.1
Natural,Flood,India,IND,355,2932864,2009,1096.636136,1564881.1
Natural,Flood,India,IND,70,87304,2009,1096.636136,1564881.1
Natural,Storm,India,IND,20,409237,2009,1096.636136,1564881.1
Natural,Storm,Bangladesh,BGD,190,368313,2009,698.520945,44750.0
Natural,Flood,Tajikistan,TJK,21,1364,2009,666.7212906,2405.15
Natural,Storm,Canada,CAN,2,682061,2009,40876.31015,521399.4
Natural,Earthquake,Honduras,HND,7,136412,2009,1762.34916,8072.9
Natural,Flood,Austria,AUT,1,272825,2009,48153.32402,64420.7
Natural,Storm,Austria,AUT,13,682061,2009,48153.32402,64420.7
Natural,Flood,Czechia,CZE,13,204618,2009,19861.69743,113246.1
Natural,Flood,Poland,POL,1,136412,2009,11525.90074,297260.3
Natural,Storm,Viet Nam,VNM,182,1070836,2009,1225.845009,132290.0
Natural,Storm,Viet Nam,VNM,13,273,2009,1225.845009,132290.0
Natural,Storm,Viet Nam,VNM,124,381954,2009,1225.845009,132290.0
Natural,Flood,Nepal,NPL,87,81847,2009,475.6359761,3882.8
Natural,Flood,Mongolia,MNG,26,128,2009,1718.914022,13638.49
Natural,Extreme temperature,Mongolia,MNG,5,84576,2009,1718.914022,13638.49
Natural,Storm,Switzerland,CHE,13,1364123,2009,71568.31239,43668.6
Natural,Earthquake,Japan,JPN,1,545649,2009,41308.99684,1102386.2
Natural,Storm,Japan,JPN,4,1364123,2009,41308.99684,1102386.2
Natural,Flood,Paraguay,PRY,13,1119,2009,3920.186071,4567.9
Natural,Storm,Mexico,MEX,4,54565,2009,8495.653081,448372.5
Natural,Earthquake,Tonga,TON,9,12959,2009,2915.493904,138.1
Natural,Earthquake,Samoa,WSM,148,169206,2009,3250.953097,176.4
Natural,Storm,El Salvador,SLV,275,1280911,2009,2889.685887,6676.8
Natural,Drought,El Salvador,SLV,13,36831,2009,2889.685887,6676.8
Natural,Flood,Saudi Arabia,SAU,161,1227711,2009,15064.63128,406526.7
Natural,Flood,India,IND,53,599924,2010,1350.63447,1659983.0
Natural,Flood,India,IND,200,2254748,2010,1350.63447,1659983.0
Natural,Flood,India,IND,203,29526,2010,1350.63447,1659983.0
Natural,Earthquake,Tajikistan,TJK,13,2013,2010,740.2761912,2446.9
Natural,Flood,Tajikistan,TJK,73,273791,2010,740.2761912,2446.9
Natural,Mass movement (wet),Pakistan,PAK,19,24158,2010,1011.59718,140378.6
Natural,Storm,Pakistan,PAK,23,107369,2010,1011.59718,140378.6
Natural,Flood,Pakistan,PAK,1985,12750062,2010,1011.59718,140378.6
Natural,Earthquake,Haiti,HTI,222570,10736894,2010,1204.862055,2458.2
Natural,Flood,Philippines,PHL,2,30,2010,2201.776828,81917.8
Natural,Mass movement (wet),Philippines,PHL,2,105,2010,2201.776828,81917.8
Natural,Storm,Philippines,PHL,146,11643,2010,2201.776828,81917.8
Natural,Flood,Philippines,PHL,6,4236,2010,2201.776828,81917.8
Natural,Storm,Philippines,PHL,35,370081,2010,2201.776828,81917.8
Natural,Flood,Philippines,PHL,110,63631,2010,2201.776828,81917.8
Natural,Wildfire,Israel,ISR,44,362370,2010,31266.60532,70520.3
Natural,Flood,Indonesia,IDN,291,104685,2010,3094.443079,415536.6
Natural,Storm,China,CHN,30,120790,2010,4550.473944,8474922.7
Natural,Earthquake,China,CHN,1,5905,2010,4550.473944,8474922.7
Natural,Earthquake,China,CHN,2968,671056,2010,4550.473944,8474922.7
Natural,Storm,China,CHN,29,83548,2010,4550.473944,8474922.7
Natural,Flood,China,CHN,1691,24158011,2010,4550.473944,8474922.7
Natural,Storm,China,CHN,2,671,2010,4550.473944,8474922.7
Natural,Mass movement (wet),China,CHN,1765,1018663,2010,4550.473944,8474922.7
Natural,Storm,China,CHN,75,400332,2010,4550.473944,8474922.7
Natural,Flood,China,CHN,4,229501,2010,4550.473944,8474922.7
Natural,Storm,China,CHN,13,563687,2010,4550.473944,8474922.7
Natural,Drought,China,CHN,13,3180805,2010,4550.473944,8474922.7
Natural,Storm,French Polynesia,PYF,1,14763,2010,21447.85826,293627.4
Natural,Flood,Romania,ROU,26,1491661,2010,8397.809173,77601.9
Natural,Wildfire,Russian Federation,RUS,53,2415801,2010,10674.99023,1617827.5
Natural,Extreme temperature,Russian Federation,RUS,55736,536845,2010,10674.99023,1617827.5
Natural,Flood,Russian Federation,RUS,23,88579,2010,10674.99023,1617827.5
Natural,Drought,Russian Federation,RUS,13,1878956,2010,10674.99023,1617827.5
Natural,Earthquake,Serbia,SRB,2,177508,2010,5735.422857,47103.9
Natural,Flood,Brazil,BRA,256,268422,2010,11249.29189,397931.1
Natural,Flood,Brazil,BRA,72,807951,2010,11249.29189,397931.1
Natural,Flood,Mexico,MEX,41,21474,2010,9823.164076,462869.5
Natural,Earthquake,Mexico,MEX,2,1543429,2010,9823.164076,462869.5
Natural,Storm,Mexico,MEX,22,2684223,2010,9823.164076,462869.5
Natural,Storm,Mexico,MEX,12,5234236,2010,9823.164076,462869.5
Natural,Storm,Australia,AUS,13,1785009,2010,52147.02419,395993.2
Natural,Flood,Australia,AUS,13,146290,2010,52147.02419,395993.2
Natural,Storm,Australia,AUS,13,1865535,2010,52147.02419,395993.2
Natural,Flood,Australia,AUS,35,9797416,2010,52147.02419,395993.2
Natural,Flood,Portugal,PRT,43,1811851,2010,22520.64231,50937.3
Natural,Storm,Portugal,PRT,3,362370,2010,22520.64231,50937.3
Natural,Storm,Belgium,BEL,1,214738,2010,44184.94635,106872.8
Natural,Flood,Belgium,BEL,3,319619,2010,44184.94635,106872.8
Natural,Storm,Switzerland,CHE,13,18790,2010,76531.37294,45207.8
Natural,Storm,Germany,DEU,4,1342112,2010,41572.45595,773069.1
Natural,Storm,Spain,ESP,3,456318,2010,30532.48051,274140.6
Natural,Storm,France,FRA,53,5677133,2010,40676.06479,347940.1
Natural,Flood,France,FRA,25,2013168,2010,40676.06479,347940.1
Natural,Storm,Luxembourg,LUX,13,41605,2010,110885.9914,11029.1
Natural,Earthquake,Chile,CHL,562,40263352,2010,12764.59312,69749.1
Natural,Storm,Fiji,FJI,2,52915,2010,3469.149643,1126.3
Natural,Flood,Kazakhstan,KAZ,44,46405,2010,9070.488253,229702.2
Natural,Flood,Morocco,MAR,32,38921,2010,3067.851807,51749.5
Natural,Flood,Burkina Faso,BFA,16,236,2010,627.2703957,2094.3
Natural,Flood,Nigeria,NGA,40,40263,2010,2280.111289,90055.2
Natural,Flood,Colombia,COL,418,1342112,2010,6392.758026,64146.1
Natural,Flood,Sri Lanka,LKA,28,140922,2010,2836.974109,13071.8
Natural,Flood,Czechia,CZE,1,255001,2010,19960.06849,114167.6
Natural,Flood,Czechia,CZE,7,211463,2010,19960.06849,114167.6
Natural,Flood,Croatia,HRV,13,107369,2010,13693.50003,19457.3
Natural,Flood,Hungary,HUN,1,590529,2010,13217.5046,47880.5
Natural,Flood,Poland,POL,16,4133704,2010,12504.25019,313739.1
Natural,Storm,Oman,OMN,16,1342112,2010,22552.19901,47076.3
Natural,Storm,Guatemala,GTM,174,872373,2010,2852.557593,11477.6
Natural,Mass movement (wet),Guatemala,GTM,53,671056,2010,2852.557593,11477.6
Natural,Storm,Honduras,HND,18,120790,2010,1874.271704,7926.8
Natural,Storm,El Salvador,SLV,10,26842,2010,3017.307395,6539.2
Natural,Storm,Myanmar,MMR,45,76500,2010,1003.033455,8131.3
Natural,Flood,Bosnia and Herzegovina,BIH,13,116764,2010,4506.932352,20842.5
Natural,Flood,Ukraine,UKR,6,2550,2010,3078.414795,268924.6
Natural,Storm,Viet Nam,VNM,11,671,2010,1684.011772,151413.5
Natural,Storm,Viet Nam,VNM,14,59053,2010,1684.011772,151413.5
Natural,Flood,Viet Nam,VNM,84,191251,2010,1684.011772,151413.5
Natural,Flood,Viet Nam,VNM,21,206685,2010,1684.011772,151413.5
Natural,Flood,Viet Nam,VNM,31,144545,2010,1684.011772,151413.5
Natural,Flood,Viet Nam,VNM,50,343581,2010,1684.011772,151413.5
Natural,Flood,Thailand,THA,258,445581,2010,4996.372098,240768.3
Natural,Earthquake,New Zealand,NZL,13,8723726,2010,33676.77412,31049.3
Natural,Storm,Antigua and Barbuda,ATG,13,16911,2010,13404.51602,465.8
Natural,Storm,Jamaica,JAM,15,201317,2010,4835.791087,7479.8
Natural,Flood,Cambodia,KHM,8,93948,2010,782.6957386,5140.8
Natural,Storm,Italy,ITA,3,1170321,2010,36035.645,405272.3
Natural,Flood,Brazil,BRA,900,1301040,2011,13200.55623,418295.4
Natural,Flood,Brazil,BRA,33,2602,2011,13200.55623,418295.4
Natural,Drought,Guyana,GUY,13,19729,2010,4589.872498,1759.3
Natural,Extreme temperature,China,CHN,2,365592,2011,5614.386022,9282553.7
Natural,Earthquake,China,CHN,25,377302,2011,5614.386022,9282553.7
Natural,Storm,China,CHN,18,19516,2011,5614.386022,9282553.7
Natural,Flood,China,CHN,6,70425,2011,5614.386022,9282553.7
Natural,Flood,China,CHN,467,8326655,2011,5614.386022,9282553.7
Natural,Storm,China,CHN,13,627862,2011,5614.386022,9282553.7
Natural,Flood,China,CHN,117,5529419,2011,5614.386022,9282553.7
Natural,Storm,China,CHN,3,284928,2011,5614.386022,9282553.7
Natural,Earthquake,China,CHN,13,73379,2011,5614.386022,9282553.7
Natural,Flood,India,IND,47,357786,2011,1449.603301,1756744.0
Natural,Flood,India,IND,239,1209967,2011,1449.603301,1756744.0
Natural,Flood,India,IND,42,562049,2011,1449.603301,1756744.0
Natural,Storm,India,IND,47,488703,2011,1449.603301,1756744.0
Natural,Flood,India,IND,50,26021,2011,1449.603301,1756744.0
Natural,Storm,Belgium,BEL,5,128803,2011,47410.56693,96488.2
Natural,Flood,Philippines,PHL,23,16147,2011,2431.199961,82544.5
Natural,Flood,Philippines,PHL,16,364,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,37,40669,2011,2431.199961,82544.5
Natural,Flood,Philippines,PHL,12,13877,2011,2431.199961,82544.5
Natural,Flood,Philippines,PHL,31,327,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,20,16743,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,84,82301,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,11,77,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,43,44823,2011,2431.199961,82544.5
Natural,Flood,Philippines,PHL,13,150,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,25,3454,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,103,447783,2011,2431.199961,82544.5
Natural,Flood,Philippines,PHL,5,238,2011,2431.199961,82544.5
Natural,Flood,Philippines,PHL,13,232731,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,1439,49546,2011,2431.199961,82544.5
Natural,Storm,Philippines,PHL,13,561,2011,2431.199961,82544.5
Natural,Flood,Saudi Arabia,SAU,11,390312,2011,22441.57114,463763.7
Natural,Earthquake,Indonesia,IDN,10,7611,2011,3613.800888,475800.9
Natural,Flood,Sri Lanka,LKA,47,260208,2011,3248.04021,15410.2
Natural,Flood,Sri Lanka,LKA,18,390312,2011,3248.04021,15410.2
Natural,Drought,Afghanistan,AFG,13,184748,2011,608.7388559,11961.89
Natural,Earthquake,New Zealand,NZL,181,19515598,2011,38387.62708,30290.6
Natural,Earthquake,New Zealand,NZL,1,3903120,2011,38387.62708,30290.6
Natural,Storm,Australia,AUS,1,3252600,2011,62609.66072,394436.7
Natural,Wildfire,Australia,AUS,13,70256,2011,62609.66072,394436.7
Natural,Flood,Namibia,NAM,108,15612,2011,5873.059381,3303.8
Natural,Earthquake,Japan,JPN,19846,273218373,2011,48760.07895,1213775.6
Natural,Storm,Japan,JPN,13,2367893,2011,48760.07895,1213775.6
Natural,Storm,Japan,JPN,68,845676,2011,48760.07895,1213775.6
Natural,Storm,Japan,JPN,5,65052,2011,48760.07895,1213775.6
Natural,Flood,Thailand,THA,64,412430,2011,5396.643586,238968.5
Natural,Flood,Thailand,THA,813,52041595,2011,5396.643586,238968.5
Natural,Earthquake,Myanmar,MMR,74,4684,2011,1204.496472,8692.9
Natural,Flood,Myanmar,MMR,151,2212,2011,1204.496472,8692.9
Natural,Storm,Tonga,TON,13,3903,2011,3852.144462,107.4
Natural,Wildfire,Chile,CHL,1,260208,2011,14637.75617,76470.5
Natural,Flood,South Africa,ZAF,40,274519,2011,8737.041269,409480.3
Natural,Storm,South Africa,ZAF,5,13010,2011,8737.041269,409480.3
Natural,Flood,Pakistan,PAK,509,3252600,2011,1161.044321,141690.0
Natural,Extreme temperature,Mexico,MEX,3,650520,2011,10766.60994,478403.5
Natural,Storm,Mexico,MEX,22,91073,2011,10766.60994,478403.5
Natural,Storm,Mexico,MEX,5,36039,2011,10766.60994,478403.5
Natural,Flood,Canada,CAN,5,1040832,2011,52223.69611,549369.9
Natural,Wildfire,Canada,CAN,1,1951560,2011,52223.69611,549369.9
Natural,Flood,Colombia,COL,138,1340071,2011,7392.9436,69771.1
Natural,Flood,Colombia,COL,135,1678341,2011,7392.9436,69771.1
Natural,Earthquake,Spain,ESP,10,260208,2011,31677.90031,275470.1
Natural,Earthquake,Turkey,TUR,3,317454,2011,11300.78522,318641.2
Natural,Earthquake,Turkey,TUR,604,1951560,2011,11300.78522,318641.2
Natural,Flood,Kazakhstan,KAZ,2,87170,2011,11633.99858,245455.3
Natural,Storm,Dominican Republic,DOM,4,39031,2011,5859.381524,20913.9
Natural,Flood,Russian Federation,RUS,13,27341,2011,14311.06445,1699083.2
Natural,Storm,Russian Federation,RUS,1,3903,2011,14311.06445,1699083.2
Natural,Volcanic activity,Argentina,ARG,13,135308,2011,12848.73915,176641.6
Natural,Flood,Nigeria,NGA,24,5855,2011,2504.879101,94996.5
Natural,Extreme temperature,Nepal,NPL,42,160,2011,791.2255767,5199.2
Natural,Flood,Viet Nam,VNM,24,57246,2011,1953.55715,155973.3
Natural,Flood,Viet Nam,VNM,85,227685,2011,1953.55715,155973.3
Natural,Flood,Guatemala,GTM,43,80551,2011,3228.038278,11774.9
Natural,Storm,Puerto Rico,PRI,1,650520,2011,27278.88305,293627.4
Natural,Flood,Italy,ITA,10,709067,2011,38649.63948,396687.4
Natural,Flood,Cambodia,KHM,247,677842,2011,880.3103044,5363.7
Natural,Flood,El Salvador,SLV,35,1301040,2011,3304.974183,6778.7
Natural,Flood,Algeria,DZA,10,1013510,2011,5473.281826,120784.9
Natural,Flood,Ireland,IRL,2,422838,2011,52219.70573,36488.1
Natural,Earthquake,Philippines,PHL,113,11344,2012,2671.777522,86165.0
Natural,Storm,Philippines,PHL,58,12518,2012,2671.777522,86165.0
Natural,Flood,Philippines,PHL,112,92196,2012,2671.777522,86165.0
Natural,Storm,Philippines,PHL,4,3824,2012,2671.777522,86165.0
Natural,Storm,Philippines,PHL,11,126,2012,2671.777522,86165.0
Natural,Flood,Philippines,PHL,11,2549,2012,2671.777522,86165.0
Natural,Storm,Philippines,PHL,36,1707,2012,2671.777522,86165.0
Natural,Earthquake,Philippines,PHL,1,4135,2012,2671.777522,86165.0
Natural,Storm,Philippines,PHL,1901,1145096,2012,2671.777522,86165.0
Natural,Storm,Philippines,PHL,24,7044,2012,2671.777522,86165.0
Natural,Flood,Philippines,PHL,29,1275,2012,2671.777522,86165.0
Natural,Storm,Madagascar,MDG,35,127466,2012,504.1737377,2741.74
Natural,Flood,South Africa,ZAF,13,254933,2012,8173.869138,427001.7
Natural,Flood,India,IND,30,140213,2012,1434.017987,1909442.0
Natural,Flood,India,IND,45,25493,2012,1434.017987,1909442.0
Natural,Flood,India,IND,21,124917,2012,1434.017987,1909442.0
Natural,Flood,India,IND,26,20395,2012,1434.017987,1909442.0
Natural,Flood,Bulgaria,BGR,5,5609,2012,7430.73738,45023.1
Natural,Extreme temperature,Italy,ITA,45,169022,2012,35051.52127,376747.2
Natural,Earthquake,Italy,ITA,7,20139674,2012,35051.52127,376747.2
Natural,Flood,Italy,ITA,4,19120,2012,35051.52127,376747.2
Natural,Drought,Italy,ITA,13,1516849,2012,35051.52127,376747.2
Natural,Storm,Poland,POL,1,7521,2012,13010.75559,303351.4
Natural,Flood,Russian Federation,RUS,13,21669,2012,15420.85938,1675755.9
Natural,Flood,Russian Federation,RUS,172,764798,2012,15420.85938,1675755.9
Natural,Drought,Russian Federation,RUS,13,1453116,2012,15420.85938,1675755.9
Natural,Drought,Ukraine,UKR,13,2154180,2012,4004.789795,277110.2
Natural,Flood,Fiji,FJI,10,21669,2012,4359.7924,993.5
Natural,Flood,Fiji,FJI,5,91776,2012,4359.7924,993.5
Natural,Storm,Fiji,FJI,2,10707,2012,4359.7924,993.5
Natural,Storm,Japan,JPN,134,201397,2012,49145.28043,1254319.4
Natural,Flood,Japan,JPN,30,1784528,2012,49145.28043,1254319.4
Natural,Storm,Japan,JPN,13,109621,2012,49145.28043,1254319.4
Natural,Storm,Japan,JPN,2,34926,2012,49145.28043,1254319.4
Natural,Storm,Japan,JPN,13,39515,2012,49145.28043,1254319.4
Natural,Flood,Australia,AUS,2,286799,2012,68078.04423,395690.0
Natural,Flood,Australia,AUS,2,462703,2012,68078.04423,395690.0
Natural,Flood,Nigeria,NGA,363,637331,2012,2728.022788,95335.3
Natural,Storm,Nigeria,NGA,15,1275,2012,2728.022788,95335.3
Natural,Flood,Tajikistan,TJK,13,969,2012,959.3602175,3015.2
Natural,Flood,Papua New Guinea,PNG,5,34416,2012,2653.09279,4905.7
Natural,Flood,Canada,CAN,13,43339,2012,52669.08996,546291.6
Natural,Storm,Canada,CAN,13,1338396,2012,52669.08996,546291.6
Natural,Flood,Chile,CHL,13,3951,2012,15397.78046,78412.6
Natural,Earthquake,Chile,CHL,1,127466,2012,15397.78046,78412.6
Natural,Wildfire,Chile,CHL,7,254933,2012,15397.78046,78412.6
Natural,Flood,Brazil,BRA,13,217967,2012,12327.5131,454232.9
Natural,Drought,Brazil,BRA,13,1861008,2012,12327.5131,454232.9
Natural,Flood,Pakistan,PAK,480,3186657,2012,1236.892763,143819.1
Natural,Storm,Argentina,ARG,18,12747,2012,13082.66433,177955.3
Natural,Storm,Argentina,ARG,1,2549,2012,13082.66433,177955.3
Natural,Flood,Paraguay,PRY,13,5099,2012,5617.104918,5177.4
Natural,Storm,Paraguay,PRY,5,2549,2012,5617.104918,5177.4
Natural,Flood,Colombia,COL,17,50987,2012,8096.80151,70223.2
Natural,Flood,Colombia,COL,48,79029,2012,8096.80151,70223.2
Natural,Storm,Indonesia,IDN,16,1275,2012,3668.212083,481791.3
Natural,Flood,Chad,TCD,20,12747,2012,969.6161428,1233.73
Natural,Flood,Comoros,COM,4,6373,2012,1483.951559,160.1
Natural,Storm,Dominican Republic,DOM,3,38240,2012,6049.471587,21681.5
Natural,Storm,Haiti,HTI,75,323764,2012,1356.172777,2415.34
Natural,Earthquake,Mexico,MEX,2,407892,2012,10842.73309,486454.2
Natural,Storm,Mexico,MEX,12,382399,2012,10842.73309,486454.2
Natural,Storm,Mexico,MEX,7,707438,2012,10842.73309,486454.2
Natural,Flood,China,CHN,53,403218,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,91,1529595,2012,6300.58218,9540539.7
Natural,Earthquake,China,CHN,4,382399,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,132,3186657,2012,6300.58218,9540539.7
Natural,Storm,China,CHN,8,419364,2012,6300.58218,9540539.7
Natural,Storm,China,CHN,34,158058,2012,6300.58218,9540539.7
Natural,Storm,China,CHN,3,1911994,2012,6300.58218,9540539.7
Natural,Storm,China,CHN,15,764798,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,151,10197303,2012,6300.58218,9540539.7
Natural,Storm,China,CHN,2,333962,2012,6300.58218,9540539.7
Natural,Earthquake,China,CHN,13,86677,2012,6300.58218,9540539.7
Natural,Earthquake,China,CHN,81,1274663,2012,6300.58218,9540539.7
Natural,Storm,China,CHN,1,251109,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,58,764798,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,21,637331,2012,6300.58218,9540539.7
Natural,Earthquake,China,CHN,13,122368,2012,6300.58218,9540539.7
Natural,Extreme temperature,China,CHN,13,25748,2012,6300.58218,9540539.7
Natural,Storm,China,CHN,13,152960,2012,6300.58218,9540539.7
Natural,Storm,China,CHN,12,107072,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,16,481823,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,70,1019730,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,15,471625,2012,6300.58218,9540539.7
Natural,Earthquake,China,CHN,13,107072,2012,6300.58218,9540539.7
Natural,Flood,China,CHN,15,390047,2012,6300.58218,9540539.7
Natural,Flood,Georgia,GEO,5,3824,2012,4421.930712,7193.0
Natural,Storm,Georgia,GEO,13,115994,2012,4421.930712,7193.0
Natural,Flood,Kenya,KEN,73,127466,2012,1289.780791,12981.3
Natural,Flood,Nepal,NPL,72,1275,2012,794.0925594,5997.8
Natural,Storm,Viet Nam,VNM,17,8668,2012,2190.23244,155522.8
Natural,Flood,Viet Nam,VNM,34,38240,2012,2190.23244,155522.8
Natural,Storm,Viet Nam,VNM,11,428287,2012,2190.23244,155522.8
Natural,Flood,Spain,ESP,10,503492,2012,28322.94659,270280.4
Natural,Earthquake,Costa Rica,CRI,2,57360,2012,9971.651656,7446.7
Natural,Flood,Niger,NER,91,234685,2012,525.0472849,1885.57
Natural,Flood,Senegal,SEN,19,12747,2012,1334.725915,7454.6
Natural,Earthquake,Myanmar,MMR,38,1491,2012,1193.547649,11964.0
Natural,Earthquake,Guatemala,GTM,44,267679,2012,3355.034777,12183.7
Natural,Flood,Cameroon,CMR,15,2549,2012,1433.723928,6866.7
Natural,Drought,Thailand,THA,13,1530,2012,5748.632721,256286.0
Natural,Storm,Jamaica,JAM,1,21085,2012,5365.242172,6959.0
Natural,Storm,Sri Lanka,LKA,13,72656,2012,3351.892476,17440.4
Natural,Flood,Sri Lanka,LKA,53,1530,2012,3351.892476,17440.4
Natural,Flood,Panama,PAN,5,2549,2012,10767.29318,10461.6
Natural,Storm,Samoa,WSM,12,169530,2012,3902.311992,198.1
Natural,Storm,New Zealand,NZL,3,11599,2012,39973.38076,32107.4
Natural,Flood,Slovenia,SVN,13,337786,2012,22641.80512,15123.6
Natural,Flood,Brazil,BRA,4,2513,2013,12258.56571,486844.7
Natural,Flood,Brazil,BRA,30,1884,2013,12258.56571,486844.7
Natural,Storm,Brazil,BRA,2,113063,2013,12258.56571,486844.7
Natural,Flood,Brazil,BRA,19,2513,2013,12258.56571,486844.7
Natural,Flood,Brazil,BRA,64,678381,2013,12258.56571,486844.7
Natural,Flood,Indonesia,IDN,34,3768782,2013,3602.885517,448400.2
Natural,Flood,Indonesia,IDN,17,2513,2013,3602.885517,448400.2
Natural,Earthquake,Indonesia,IDN,48,163314,2013,3602.885517,448400.2
Natural,Flood,Indonesia,IDN,13,2513,2013,3602.885517,448400.2
Natural,Flood,Indonesia,IDN,4,2513,2013,3602.885517,448400.2
Natural,Storm,Australia,AUS,6,2512521,2013,68198.41934,388427.4
Natural,Wildfire,Australia,AUS,1,123114,2013,68198.41934,388427.4
Natural,Wildfire,Australia,AUS,2,336678,2013,68198.41934,388427.4
Natural,Flood,Mozambique,MOZ,119,37688,2013,681.0651142,4150.5
Natural,Drought,Namibia,NAM,13,80401,2013,5463.031366,3762.4
Natural,Mass movement (dry),China,CHN,46,10050,2013,7020.386074,9979128.0
Natural,Storm,China,CHN,2,155776,2013,7020.386074,9979128.0
Natural,Earthquake,China,CHN,13,70351,2013,7020.386074,9979128.0
Natural,Storm,China,CHN,25,325372,2013,7020.386074,9979128.0
Natural,Storm,China,CHN,3,32663,2013,7020.386074,9979128.0
Natural,Earthquake,China,CHN,198,8542573,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,20,207283,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,55,830388,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,12,559036,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,12,418335,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,15,347984,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,11,697225,2013,7020.386074,9979128.0
Natural,Storm,China,CHN,11,148239,2013,7020.386074,9979128.0
Natural,Earthquake,China,CHN,95,1256261,2013,7020.386074,9979128.0
Natural,Storm,China,CHN,9,577880,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,55,1758765,2013,7020.386074,9979128.0
Natural,Storm,China,CHN,7,222358,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,233,5805935,2013,7020.386074,9979128.0
Natural,Storm,China,CHN,1,317834,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,36,1758765,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,10,717325,2013,7020.386074,9979128.0
Natural,Storm,China,CHN,88,2663273,2013,7020.386074,9979128.0
Natural,Flood,China,CHN,43,574111,2013,7020.386074,9979128.0
